label,message
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,Yeah that'd pretty much be the best case scenario
ham,Hi.what you think about match?
ham,Wat happened to the cruise thing
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Lol where do u come up with these ideas?
ham,I'm ok. Will do my part tomorrow
ham,Oi when you gonna ring
ham,Are you there in room.
ham,You have got tallent but you are wasting.
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Not to worry. I'm sure you'll get it.
ham,Ok lor...
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Thanks honey. Have a great day.
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,Ok then no need to tell me anything i am going to sleep good night
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Good evening! this is roger. How are you?
ham,they released another Italian one today and it has a cosign option
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,No. But we'll do medical missions to nigeria
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,"Sir Goodmorning, Once free call me."
ham,"Come to mu, we're sorting out our narcotics situation"
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,As usual u can call me ard 10 smth.
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,Wishing you a wonderful week.
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
ham,I'm going out to buy mum's present ar.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,May i call You later Pls
ham,Does daddy have a bb now.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Alright. I'm out--have a good night!
ham,Yup i thk so until e shop closes lor.
ham,"Sir, i am waiting for your call, once free please call me."
ham,5 nights...We nt staying at port step liao...Too ex
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Well I might not come then...
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Delhi and chennai still silent.
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Sorry, I'll call later  &lt;#&gt; mins"
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,You sure your neighbors didnt pick it up
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Great! I shoot big loads so get ready!
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Yeah sure I'll leave in a min
ham,We'll join the  &lt;#&gt;  bus
ham,"Text me when you get off, don't call, my phones having problems"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,What happen dear. Why you silent. I am tensed
ham,"Oops, I'll let you know when my roommate's done"
ham,Ok lor ü reaching then message me.
ham,Sorry i missed your call. Can you please call back.
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,I think u have the wrong number.
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Lmao!nice 1
ham,Hey leave it. not a big deal:-) take care.
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,Great! So what attracts you to the brothas?
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,1 in cbe. 2 in chennai.
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,o turns out i had stereo love on mi phone under the unknown album.
ham,"This is one of the days you have a billion classes, right?"
ham,There bold 2  &lt;#&gt; . Is that yours
ham,"I guess you could be as good an excuse as any, lol."
ham,"Sorry, I can't help you on this."
ham,Okey dokey swashbuckling stuff what oh.
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Maybe you should find something else to do instead???
ham,Wife.how she knew the time of murder exactly
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Noice. Text me when you're here
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
ham,Why i come in between you people
ham,Wah lucky man... Then can save money... Hee...
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Are you going to write ccna exam this week??
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Glad to see your reply.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,Pls send me your address sir.
ham,Midnight at the earliest
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,He also knows about lunch menu only da. . I know
spam,You have 1 new message. Call 0207-083-6089
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,U come n search tat vid..not finishd..
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,ARR birthday today:) i wish him to get more oscar.
ham,Also track down any lighters you can find
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,All day working day:)except saturday and sunday..
ham,Ok. How many should i buy.
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,K...k:)why cant you come here and search job:)
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Dont worry. I guess he's busy.
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,Its a part of checking IQ
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,Are you ok. What happen to behave like this
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,I will treasure every moment we spend together...
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Wat time ü wan today?
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,If you are not coughing then its nothing
ham,Change again... It's e one next to escalator...
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,I might go 2 sch. Yar at e salon now v boring.
ham,I've got it down to a tea. not sure which flavour
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,Once free call me sir. I am waiting for you.
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,What are youdoing later? Sar xxx
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,So gd got free ice cream... I oso wan...
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Ok i'm coming home now.
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,I sent you  &lt;#&gt;  bucks
ham,"Theoretically yeah, he could be able to come"
ham,Ok c ü then.
ham,"Aight, text me tonight and we'll see what's up"
ham,Sorry i din lock my keypad.
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,Whats the staff name who is taking class for us?
ham,Thinkin about someone is all good. No drugs for that
ham,Your right! I'll make the appointment right now.
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,How is it possible to teach you. And where.
ham,Gud mrng dear hav a nice day
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,Ok cool. See ya then.
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Ü still got lessons?  Ü in sch?
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,I borrow ur bag ok.
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,Teach me apps da. When you come to college.
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,I'm awake oh. What's up.
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,"Sorry, I'll call later"
ham,You intrepid duo you! Have a great time and see you both soon. 
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,I'm not. She lip synced with shangela.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
ham,"Trust me. Even if isn't there, its there."
ham,Well then you have a great weekend!
ham,Oh ho. Is this the first time u use these type of words
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,Yes..gauti and sehwag out of odi series.
ham,Aiya we discuss later lar... Pick ü up at 4 is it?
ham,Wat time r ü going to xin's hostel?
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,Ok. There may be a free gym about.
ham,Ok i've sent u da latest version of da project.
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,No need for the drug anymore.
ham,No that just means you have a fat head
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Nope i'll come online now..
ham,Now i'm going for lunch.
ham,I love you both too :-)
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Simply sitting and watching match in office..
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,What happen dear tell me
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,Audrie lousy autocorrect
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Pete can you please ring meive hardly gotany credit
ham,Oh... Kay... On sat right?
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,I am joining today formally.Pls keep praying.will talk later.
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,These won't do. Have to move on to morphine
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,Just got outta class gonna go gym.
ham,Whatsup there. Dont u want to sleep
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,How was txting and driving
ham,Thanx a lot...
ham,She's fine. Sends her greetings
ham,What's ur pin?
ham,Can you open the door?
ham,Okie
ham,Please tell me not all of my car keys are in your purse
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"Come round, it's . "
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
ham,Hey. You got any mail?
ham,That is wondar full flim.
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Ok. Me watching tv too.
ham,I'm working technical support :)voice process.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Don know. I did't msg him recently.
ham,645
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,Bugis oso near wat... 
ham,No no. I will check all rooms befor activities
ham,Are you plans with your family set in stone ?
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Ic. There are a lotta childporn cars then.
ham,How are you doing. How's the queen. Are you going for the royal wedding
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Hows that watch resizing
ham,I'm fine. Hope you are also
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Ü all write or wat..
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Check wid corect speling i.e. Sarcasm
ham,Prepare to be pleasured :)
ham,When can ü come out?
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Why you keeping me away like this
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,What time you think you'll have it? Need to know when I should be near campus
ham,How much is blackberry bold2 in nigeria.
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,I am late. I will be there at
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,U buy newspapers already?
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Dunno lei he neva say...
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,So that takes away some money worries
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,How much you got for cleaning
ham,Jus finish bathing...
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
ham,"Sorry, I'll call later in meeting"
ham,I think it's all still in my car
ham,Get ready to put on your excellent sub face :)
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,Every monday..nxt week vl be completing..
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,You said not now. No problem. When you can. Let me know.
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,Men like shorter ladies. Gaze up into his eyes.
spam,Money i have won wining number 946 wot do i do next
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Nope. Meanwhile she talk say make i greet you.
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,It only does simple arithmetic not percentages.
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,You will be in the place of that man
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Just come home. I don't want u to be miserable
ham,Ok then i come n pick u at engin?
ham,Dear i am not denying your words please
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
ham,Umma my life and vava umma love you lot dear
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Oh god i am happy to see your message after 3 days
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Really good:)dhanush rocks once again:)
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,Wat u doing there?
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Good. No swimsuit allowed :)
ham,I'm in a movie... Collect car oredi...
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Dai  &lt;#&gt;  naal eruku.
ham,what are your new years plans?
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,"Sorry, I'll call later in meeting"
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,I've reached already.
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,S:)but he had some luck.2 catches put down:)
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,Well she's in for a big surprise!
ham,Try neva mate!!
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,I have many dependents
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,Ya very nice. . .be ready on thursday
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Dont know you bring some food
ham,Tension ah?what machi?any problem?
